customer_id,age,gender,region,city_tier,employment_status,employment_length_years,annual_income,credit_score,housing_status,marital_status,existing_debts_count
CUST-100274,27,Female,North,Tier 2,Self-Employed Professional,1.0,113146.22,710,Mortgaged,Married,3
CUST-100275,41,Female,North,Tier 2,Unemployed,0.0,12500.96,489,Rented,Single,1
CUST-100276,38,Male,South,Tier 2,Self-Employed Business,5.0,120502.35,730,Mortgaged,Married,2
CUST-100277,30,Female,North,Tier 2,Salaried - Corporate,6.0,62059.8,682,Rented,Single,3
CUST-100278,37,Female,West,Tier 2,Self-Employed Professional,5.0,91935.0,745,Mortgaged,Married,1
CUST-100279,33,Female,North,Tier 2,Salaried - Corporate,7.0,138880.61,710,Owned,Single,5
CUST-100280,38,Male,North,Tier 2,Salaried - Corporate,3.0,36238.28,612,Rented,Married,3
CUST-100281,43,Other,South,Tier 1,Salaried - Corporate,0.0,79994.49,710,Mortgaged,Married,5
CUST-100282,52,Male,North-East,Tier 1,Unemployed,0.0,17581.58,622,Mortgaged,Single,3
CUST-100283,24,Male,East,Tier 1,Salaried - Corporate,3.0,104451.91,718,Family Owned,Married,4
CUST-100284,58,Male,South,Tier 3,Salaried - Corporate,1.0,32414.9,641,Owned,Married,3
CUST-100285,21,Male,North,Tier 3,Salaried - Corporate,0.0,30610.82,722,Rented,Married,1
CUST-100286,35,Female,South,Tier 1,Self-Employed Professional,1.0,82764.64,710,Mortgaged,Married,1
CUST-100287,42,Male,North,Tier 1,Salaried - Corporate,2.0,89311.64,689,Mortgaged,Married,3
CUST-100288,39,Male,East,Tier 2,Self-Employed Business,3.0,53105.02,753,Rented,Married,1
CUST-100289,30,Male,East,Tier 1,Salaried - Public Sector,9.0,22038.38,621,Rented,Married,0
CUST-100290,34,Male,North,Tier 1,Salaried - Corporate,,43751.83,655,Owned,Single,2
CUST-100291,32,Female,North,Tier 1,Self-Employed Professional,3.0,200997.84,751,Rented,Married,1
CUST-100292,31,Female,West,Tier 1,Salaried - Corporate,1.0,152638.4,844,Owned,Married,0
CUST-100293,45,Female,East,Tier 2,Self-Employed Professional,19.0,49130.65,678,Owned,Married,3
CUST-100294,40,Female,West,Tier 1,Self-Employed Professional,14.0,252925.52,728,Owned,Married,1
CUST-100295,30,Female,North,Tier 2,Self-Employed Professional,9.0,54396.42,705,Family Owned,Married,1
CUST-100296,45,Female,East,Rural,Self-Employed Business,2.0,18729.18,693,Mortgaged,Single,3
CUST-100297,40,Male,North,Tier 1,Self-Employed Business,4.0,76735.82,736,Mortgaged,Single,1
CUST-100298,45,Female,South,Tier 1,Self-Employed Professional,2.0,132933.84,684,Rented,Married,0
CUST-100299,43,Female,East,Tier 1,Contractual,3.0,27118.69,554,Owned,Single,3
CUST-100300,28,Female,West,Tier 2,Salaried - Corporate,0.0,73253.08,652,Family Owned,Married,3
CUST-100301,31,Other,South,Tier 2,Contractual,0.0,30336.41,606,Mortgaged,Single,3
CUST-100302,44,Female,West,Tier 1,Salaried - Corporate,19.0,61031.85,744,Rented,Married,4
CUST-100303,43,Female,East,Tier 1,Salaried - Corporate,,103832.29,701,Mortgaged,Married,1
CUST-100304,36,Female,South,Tier 2,Self-Employed Business,,172886.06,708,Family Owned,Divorced,3
CUST-100305,38,Male,West,Tier 3,Salaried - Corporate,9.0,44497.72,673,Rented,Single,1
CUST-100306,49,Male,South,Tier 1,Salaried - Corporate,0.0,94581.59,720,,Married,4
CUST-100307,31,Female,East,Tier 1,Salaried - Corporate,7.0,34000.67,683,Owned,Married,0
CUST-100308,42,Male,South,Tier 2,Salaried - Corporate,5.0,108636.19,742,Owned,Married,1
CUST-100309,34,Female,South,Tier 1,Salaried - Corporate,0.0,53952.89,683,Mortgaged,Single,0
CUST-100310,34,Female,West,Tier 1,Salaried - Corporate,4.0,45775.95,588,Owned,Divorced,1
CUST-100311,47,Female,South,Tier 3,Salaried - Public Sector,0.0,52418.86,666,Rented,Single,2
CUST-100312,45,Other,North,Tier 1,Self-Employed Professional,0.0,68328.8,648,Rented,Married,2
CUST-100313,45,Male,West,Tier 3,Self-Employed Professional,0.0,32721.09,716,Rented,Married,2
CUST-100314,50,Female,West,Tier 2,Salaried - Corporate,,46779.37,612,Family Owned,Married,1
CUST-100315,37,Male,South,Tier 1,Contractual,9.0,20234.54,524,Owned,Married,0
CUST-100316,43,Male,North,Tier 2,Salaried - Corporate,2.0,38085.61,693,Rented,Single,2
CUST-100317,33,Male,East,Tier 2,Salaried - Corporate,6.0,90323.04,720,Owned,Single,1
CUST-100318,40,Female,North,Tier 1,Contractual,0.0,59098.24,638,Family Owned,Divorced,2
CUST-100319,35,Female,South,Tier 1,Salaried - Public Sector,14.0,65416.93,736,Owned,Married,4
CUST-100320,37,Female,North,Tier 2,Contractual,,19816.03,590,Family Owned,Married,3
CUST-100321,42,Male,East,Tier 2,Salaried - Corporate,0.0,66629.82,656,,Married,2
CUST-100322,28,Male,North,Tier 2,Self-Employed Professional,4.0,21209.02,645,Rented,Single,1
CUST-100323,57,Male,East,Tier 1,Salaried - Corporate,1.0,126482.65,661,Owned,Married,2
CUST-100324,26,Male,East,Tier 3,Self-Employed Business,1.0,52238.2,736,Owned,Married,1
CUST-100325,24,Female,South,Tier 2,Salaried - Corporate,3.0,32299.69,624,Rented,Single,3
CUST-100326,48,Male,North,Tier 2,Salaried - Corporate,1.0,113955.56,649,Mortgaged,Single,4
CUST-100327,44,Other,North,Tier 2,Salaried - Corporate,1.0,55342.48,689,Family Owned,Married,4
CUST-100328,43,Other,South,Tier 1,Salaried - Public Sector,4.0,53738.16,642,Rented,Married,1
CUST-100329,43,Other,South,Rural,Salaried - Corporate,1.0,113223.84,757,Rented,Married,1
CUST-100330,36,Male,East,Tier 1,Contractual,0.0,27610.23,507,Rented,Married,0
CUST-100331,28,Female,North,Tier 2,Self-Employed Business,3.0,123508.29,639,Mortgaged,Married,2
CUST-100332,37,Male,West,Tier 2,Self-Employed Business,0.0,118811.76,686,Rented,Married,1
CUST-100333,30,Male,West,Tier 3,Self-Employed Business,9.0,30305.41,674,Rented,Married,1
CUST-100334,46,Male,South,Tier 2,Self-Employed Business,3.0,66319.04,652,Rented,Single,1
CUST-100335,35,Female,South,Tier 2,Self-Employed Business,0.0,61302.74,661,Owned,Married,6
CUST-100336,28,Male,West,Tier 3,Contractual,1.0,9111.51,628,Mortgaged,Married,3
CUST-100337,33,Male,West,Tier 3,Contractual,12.0,8337.35,548,Mortgaged,Married,1
CUST-100338,41,Male,North-East,Tier 1,Salaried - Corporate,,23729.43,570,Mortgaged,Single,4
CUST-100339,31,Male,South,Tier 1,Salaried - Corporate,2.0,56244.66,665,Owned,Married,4
CUST-100340,28,Male,Central,Tier 2,Self-Employed Professional,2.0,36462.12,605,Mortgaged,Married,2
CUST-100341,39,Female,North,Tier 3,Salaried - Corporate,3.0,25500.83,668,Rented,Married,0
CUST-100342,39,Female,South,Tier 2,Salaried - Corporate,1.0,43898.21,683,Mortgaged,Married,2
CUST-100343,31,Female,South,Tier 1,Self-Employed Business,8.0,95314.38,711,Family Owned,Divorced,5
CUST-100344,32,Female,South,Tier 2,Self-Employed Professional,4.0,54851.13,697,Owned,Married,1
CUST-100345,39,Female,East,Tier 1,Self-Employed Professional,8.0,56361.53,645,Mortgaged,Single,1
CUST-100346,22,Male,North,Tier 2,Contractual,1.0,64146.54,681,Rented,Single,1
CUST-100347,22,Female,West,Tier 1,Self-Employed Professional,0.0,76245.12,657,Rented,Married,3
CUST-100348,29,Male,East,Tier 2,Salaried - Corporate,8.0,89249.3,790,Rented,Single,4
CUST-100349,34,Male,Central,Tier 3,Salaried - Corporate,4.0,21895.78,624,Rented,Single,2
CUST-100350,40,Female,North,Tier 2,Salaried - Corporate,0.0,105619.3,677,Rented,Married,2
CUST-100351,51,Female,East,Tier 1,Salaried - Corporate,0.0,53537.0,658,Owned,Single,2
CUST-100352,45,Female,South,Tier 2,Salaried - Corporate,3.0,219868.88,766,Mortgaged,Married,1
CUST-100353,35,Female,South,Tier 1,Salaried - Corporate,7.0,36550.2,736,Owned,Married,2
CUST-100354,36,Male,West,Tier 3,Self-Employed Business,3.0,25987.84,660,Owned,Divorced,1
CUST-100355,26,Female,North,Tier 2,Self-Employed Professional,5.0,59086.85,783,Owned,Married,3
CUST-100356,36,Male,North,Tier 2,Salaried - Public Sector,2.0,42534.15,626,Rented,Divorced,4
CUST-100357,34,Female,West,Tier 3,Self-Employed Business,0.0,24136.21,622,Rented,Single,1
CUST-100358,40,Female,South,Tier 1,Salaried - Corporate,0.0,147168.61,663,Rented,Single,2
CUST-100359,28,Other,North,Rural,Salaried - Public Sector,7.0,63565.65,673,Owned,Divorced,0
CUST-100360,42,Male,South,Tier 1,Salaried - Corporate,21.0,59406.79,705,Mortgaged,Single,0
CUST-100361,52,Male,South,Tier 2,Self-Employed Business,0.0,148263.5,647,Rented,Single,1
CUST-100362,35,Male,East,Tier 1,Salaried - Corporate,0.0,143407.85,753,Rented,Married,2
CUST-100363,41,Male,North,Tier 1,Salaried - Corporate,14.0,70091.48,748,Rented,Married,1
CUST-100364,43,Female,East,Tier 2,Salaried - Corporate,0.0,38760.29,634,Mortgaged,Married,0
CUST-100365,32,Female,East,Tier 1,Self-Employed Business,,233198.99,751,Mortgaged,Married,1
CUST-100366,39,Female,West,Tier 1,Salaried - Corporate,9.0,123676.4,713,Mortgaged,Married,2
CUST-100367,37,Female,West,Tier 1,Contractual,16.0,19898.1,620,Owned,Single,1
CUST-100368,37,Male,South,Tier 2,Salaried - Corporate,3.0,109976.78,731,Owned,Single,1
CUST-100369,29,Male,South,Tier 1,Salaried - Corporate,1.0,42289.92,659,Owned,Married,2
CUST-100370,37,Male,North,Tier 2,Salaried - Corporate,11.0,65481.95,710,Rented,Single,0
CUST-100371,41,Female,South,Tier 2,Salaried - Corporate,3.0,36025.08,572,Family Owned,Married,2
CUST-100372,51,Female,North,Tier 1,Salaried - Public Sector,1.0,68050.02,718,Owned,Single,1
CUST-100373,46,Female,West,Tier 1,Salaried - Public Sector,4.0,66744.02,748,Owned,Single,0
CUST-100374,58,Male,West,Tier 2,Salaried - Corporate,11.0,165391.94,797,Owned,Single,4
CUST-100375,29,Male,South,Tier 2,Salaried - Corporate,1.0,24078.12,610,Mortgaged,Married,0
CUST-100376,45,Female,North,Tier 2,Salaried - Corporate,3.0,36853.85,703,Mortgaged,Single,1
CUST-100377,38,Male,North,Tier 2,Salaried - Corporate,3.0,42928.92,685,Owned,Married,2
CUST-100378,58,Female,West,Tier 1,Salaried - Public Sector,10.0,72686.72,672,Owned,Divorced,4
CUST-100379,28,Male,West,Tier 2,Salaried - Public Sector,6.0,43269.42,662,Mortgaged,Married,1
CUST-100380,28,Male,North,Tier 1,Salaried - Corporate,7.0,23467.71,646,Mortgaged,Divorced,1
CUST-100381,31,Female,East,Tier 1,Self-Employed Professional,7.0,133861.73,624,Rented,Married,1
CUST-100382,21,Male,North,Tier 1,Self-Employed Professional,1.0,191613.71,736,Family Owned,Married,0
CUST-100383,31,Female,North,Tier 3,Salaried - Corporate,0.0,50443.97,614,Mortgaged,Single,2
CUST-100384,29,Female,North,Tier 2,Salaried - Public Sector,,40840.12,631,Mortgaged,Single,4
CUST-100385,38,Male,East,Rural,Contractual,5.0,22124.21,609,Rented,Single,2
CUST-100386,40,Female,North,Tier 3,Salaried - Corporate,7.0,22111.91,633,,Married,2
CUST-100387,55,Female,North,Rural,Self-Employed Business,9.0,115282.54,683,Mortgaged,Married,0
CUST-100388,46,Male,North,Tier 1,Salaried - Public Sector,2.0,77758.72,697,Mortgaged,Single,4
CUST-100389,31,Female,South,Tier 2,Salaried - Public Sector,3.0,39601.23,624,Family Owned,Married,1
CUST-100390,28,Female,East,Tier 1,Self-Employed Professional,4.0,90361.12,664,Owned,Single,0
CUST-100391,41,Male,North,Tier 2,Salaried - Public Sector,2.0,74053.02,741,Rented,Married,1
CUST-100392,23,Female,West,Tier 1,Salaried - Corporate,1.0,126071.15,716,Owned,Married,2
CUST-100393,55,Male,South,Tier 1,Self-Employed Business,8.0,90249.86,729,Owned,Married,3
CUST-100394,48,Female,South,Tier 2,Self-Employed Professional,8.0,239886.82,829,Rented,Married,2
CUST-100395,32,Female,North,Rural,Salaried - Public Sector,10.0,63547.26,694,Owned,Married,1
CUST-100396,21,Male,North,Tier 2,Salaried - Corporate,1.0,70541.38,654,Owned,Married,0
CUST-100397,50,Male,North,Tier 1,Salaried - Public Sector,2.0,54403.34,646,Owned,Married,1
CUST-100398,35,Male,South,Tier 3,Self-Employed Business,2.0,42477.96,746,Owned,Married,2
CUST-100399,49,Male,West,Tier 1,Salaried - Corporate,4.0,77858.46,692,Mortgaged,Married,1
CUST-100400,21,Female,East,Tier 3,Self-Employed Business,1.0,50772.08,626,Owned,Married,5
CUST-100401,31,Female,West,Tier 3,Salaried - Corporate,2.0,95083.25,705,Family Owned,Married,0
CUST-100402,37,Male,North,Tier 2,Salaried - Public Sector,8.0,33697.82,642,Owned,Married,2
CUST-100403,37,Female,South,Tier 2,Salaried - Corporate,2.0,69762.64,666,Mortgaged,Married,1
CUST-100404,32,Other,North,Tier 2,Self-Employed Professional,2.0,19908.71,702,Owned,Single,4
CUST-100405,43,Female,West,Tier 2,Salaried - Corporate,8.0,65419.73,706,Owned,Divorced,0
CUST-100406,26,Female,North-East,Tier 1,Salaried - Public Sector,5.0,90321.2,648,Rented,Married,1
CUST-100407,35,Female,West,Tier 2,Self-Employed Business,1.0,200436.97,710,Mortgaged,Married,0
CUST-100408,38,Male,North,Tier 1,Salaried - Public Sector,10.0,50301.09,611,Owned,Married,2
CUST-100409,42,Male,South,Tier 2,Salaried - Corporate,9.0,37948.73,644,Owned,Married,1
CUST-100410,44,Female,North,Tier 2,Salaried - Corporate,9.0,90369.76,763,Rented,Married,4
CUST-100411,25,Male,North,Tier 1,Salaried - Public Sector,3.0,102781.31,673,Mortgaged,Married,2
CUST-100412,21,Male,North,Tier 3,Salaried - Corporate,1.0,36271.08,771,Rented,Married,1
CUST-100413,49,Female,North,Tier 1,Salaried - Corporate,11.0,26439.6,551,Owned,Single,3
CUST-100414,40,Female,South,Tier 2,Salaried - Corporate,5.0,31907.83,639,Mortgaged,Married,0
CUST-100415,29,Male,South,Tier 1,Salaried - Corporate,8.0,67246.64,706,Owned,Married,2
CUST-100416,52,Male,South,Tier 1,Salaried - Corporate,1.0,34660.6,653,Owned,Married,3
CUST-100417,38,Male,West,Tier 1,Salaried - Public Sector,17.0,85293.66,764,Mortgaged,Married,2
CUST-100418,48,Male,North,Tier 1,Salaried - Corporate,2.0,47859.91,656,Mortgaged,Single,1
CUST-100419,37,Male,North,Tier 1,Salaried - Corporate,,67926.77,740,Mortgaged,Single,0
CUST-100420,57,Male,East,Tier 1,Salaried - Public Sector,1.0,98742.36,642,Rented,Married,4
CUST-100421,54,Male,East,Tier 2,Salaried - Corporate,20.0,65109.05,725,Rented,Single,2
CUST-100422,34,Male,North,Tier 2,Salaried - Corporate,0.0,143227.11,661,Rented,Single,2
CUST-100423,46,Male,West,Tier 2,Self-Employed Professional,3.0,153071.04,701,Rented,Married,2
CUST-100424,43,Male,South,Tier 2,Salaried - Public Sector,2.0,32352.45,639,Rented,Single,5
CUST-100425,50,Male,South,Tier 3,Salaried - Corporate,1.0,54653.92,699,Family Owned,Married,2
CUST-100426,27,Male,South,Tier 1,Salaried - Public Sector,6.0,67746.44,650,Mortgaged,Married,2
CUST-100427,43,Female,South,Tier 2,Contractual,13.0,45900.25,647,Owned,Married,0
CUST-100428,47,Male,East,Tier 3,Contractual,1.0,25535.68,598,Mortgaged,Single,2
CUST-100429,21,Female,South,Tier 1,Salaried - Public Sector,1.0,52180.51,675,Rented,Divorced,2
CUST-100430,25,Female,North,Tier 2,Salaried - Corporate,4.0,68736.69,640,Rented,Married,5
CUST-100431,21,Male,Central,Tier 2,Salaried - Public Sector,1.0,42293.65,670,,Married,1
CUST-100432,34,Female,South,Tier 1,Salaried - Corporate,13.0,50981.6,756,Rented,Married,2
CUST-100433,44,Male,East,Tier 1,Salaried - Corporate,3.0,66615.72,738,Rented,Married,4
CUST-100434,52,Male,South,Tier 3,Self-Employed Business,24.0,65281.23,735,Family Owned,Married,3
CUST-100435,37,Male,South,Tier 2,Salaried - Public Sector,2.0,82462.24,716,Mortgaged,Married,2
CUST-100436,53,Male,North,Tier 1,Salaried - Public Sector,0.0,52245.07,659,Owned,Married,5
CUST-100437,23,Male,West,Tier 2,Salaried - Corporate,2.0,20778.27,678,Family Owned,Single,4
CUST-100438,21,Male,West,Tier 2,Salaried - Corporate,1.0,49093.17,697,Owned,Married,2
CUST-100439,36,Female,North,Tier 1,Unemployed,0.0,19243.15,479,Owned,Married,3
CUST-100440,40,Female,North,Tier 2,Salaried - Corporate,2.0,59348.81,671,Mortgaged,Married,6
CUST-100441,36,Male,Central,Tier 2,Salaried - Corporate,1.0,47721.47,635,Owned,Married,3
CUST-100442,21,Male,West,Tier 1,Salaried - Public Sector,1.0,93172.63,691,Family Owned,Married,3
CUST-100443,36,Male,South,Tier 2,Self-Employed Professional,1.0,79809.62,636,Mortgaged,Married,1
CUST-100444,23,Male,South,Tier 1,Salaried - Corporate,2.0,95212.86,694,Mortgaged,Married,4
CUST-100445,43,Female,West,Tier 1,Salaried - Public Sector,1.0,30564.06,638,Mortgaged,Single,1
CUST-100446,40,Male,North,Tier 1,Salaried - Corporate,4.0,64572.13,682,Owned,Married,2
CUST-100447,27,Male,East,Tier 3,Salaried - Public Sector,6.0,34775.11,677,Rented,Divorced,4
CUST-100448,31,Female,South,Tier 3,Salaried - Corporate,,94303.91,626,Mortgaged,Married,0
CUST-100449,26,Female,West,Tier 2,Salaried - Public Sector,5.0,46981.78,711,Owned,Single,4
CUST-100450,36,Male,North,Tier 2,Salaried - Corporate,1.0,38945.74,693,Rented,Married,1
CUST-100451,46,Female,East,Tier 1,Self-Employed Business,6.0,57478.1,751,Family Owned,Married,3
CUST-100452,27,Male,East,Tier 2,Salaried - Public Sector,1.0,72525.51,679,Rented,Single,2
CUST-100453,42,Male,West,Tier 1,Contractual,0.0,26934.33,608,Family Owned,Married,2
CUST-100454,31,Male,East,Tier 2,Salaried - Public Sector,6.0,34850.55,713,Mortgaged,Married,2
CUST-100455,29,Male,West,Tier 3,Salaried - Corporate,5.0,64259.0,659,Owned,Married,0
CUST-100456,35,Female,West,Tier 1,Salaried - Public Sector,3.0,74543.81,713,Family Owned,Married,0
CUST-100457,26,Male,South,Tier 2,Self-Employed Professional,0.0,57429.81,637,Owned,Married,0
CUST-100458,31,Male,North,Tier 2,Salaried - Corporate,3.0,27894.83,670,Rented,Married,1
CUST-100459,25,Male,East,Tier 1,Salaried - Public Sector,0.0,79544.2,702,Mortgaged,Married,5
CUST-100460,56,Male,West,Tier 2,Salaried - Corporate,2.0,81917.37,652,Owned,Married,0
CUST-100461,37,Female,North,Tier 2,Self-Employed Business,5.0,37522.84,689,Mortgaged,Married,1
CUST-100462,30,Male,East,Tier 2,Self-Employed Business,9.0,94407.77,700,Mortgaged,Married,1
CUST-100463,39,Male,North,Tier 1,Salaried - Corporate,4.0,66971.3,682,Rented,Single,0
CUST-100464,35,Male,North,Tier 2,Self-Employed Business,1.0,39385.6,693,Owned,Married,1
CUST-100465,34,Male,East,Rural,Salaried - Corporate,13.0,32540.37,732,Family Owned,Married,1
CUST-100466,43,Male,East,Tier 2,Salaried - Corporate,0.0,52916.28,685,Rented,Married,1
CUST-100467,44,Male,East,Tier 2,Salaried - Public Sector,6.0,28930.8,658,Rented,Married,2
CUST-100468,31,Male,West,Tier 1,Salaried - Corporate,1.0,93692.63,727,Mortgaged,Married,2
CUST-100469,31,Male,North,Tier 1,Salaried - Public Sector,8.0,47965.06,671,Rented,Divorced,0
CUST-100470,34,Male,North,Tier 3,Salaried - Public Sector,2.0,28116.84,684,Family Owned,Married,3
CUST-100471,21,Female,West,Tier 1,Salaried - Corporate,1.0,90685.64,666,Family Owned,Married,0
CUST-100472,21,Female,South,Rural,Salaried - Corporate,1.0,32401.1,638,Rented,Married,4
CUST-100473,50,Female,North,Tier 1,Salaried - Corporate,13.0,63234.98,672,Owned,Married,1
CUST-100474,53,Female,West,Tier 1,Contractual,1.0,33351.66,605,Family Owned,Married,3
CUST-100475,34,Male,West,Tier 1,Self-Employed Professional,2.0,54028.87,742,Rented,Single,5
CUST-100476,42,Female,East,Tier 2,Self-Employed Business,0.0,50890.38,733,Rented,Married,4
CUST-100477,40,Male,West,Tier 3,Salaried - Public Sector,11.0,36506.09,756,Owned,Married,2
CUST-100478,67,Male,South,Rural,Salaried - Corporate,17.0,40319.08,676,Owned,Married,3
CUST-100479,48,Male,South,Tier 1,Salaried - Public Sector,1.0,78682.59,809,Mortgaged,Married,0
CUST-100480,35,Male,West,Tier 1,Salaried - Public Sector,2.0,80087.65,744,Rented,Married,0
CUST-100481,27,Female,East,Tier 2,Salaried - Corporate,3.0,99641.59,750,Rented,Divorced,1
CUST-100482,21,Male,North,Tier 2,Salaried - Corporate,1.0,25509.66,648,Mortgaged,Married,2
CUST-100483,39,Male,South,Tier 1,Self-Employed Professional,2.0,148766.37,649,Rented,Married,0
CUST-100484,29,Male,East,Tier 1,Salaried - Public Sector,3.0,55611.67,649,Mortgaged,Divorced,1
CUST-100485,22,Male,North,Tier 1,Salaried - Corporate,1.0,97880.24,678,Mortgaged,Married,3
CUST-100486,30,Male,East,Tier 2,Self-Employed Business,0.0,92743.76,685,Mortgaged,Single,2
CUST-100487,26,Male,North,Tier 2,Self-Employed Professional,5.0,46801.28,657,Owned,Single,3
CUST-100488,53,Male,South,Tier 2,Salaried - Public Sector,11.0,90042.86,722,Rented,Single,2
CUST-100489,45,Female,East,Tier 1,Self-Employed Professional,9.0,135820.59,757,Owned,Single,2
CUST-100490,36,Male,North,Tier 3,Salaried - Corporate,,50145.03,682,Rented,Married,1
CUST-100491,51,Male,North,Tier 1,Self-Employed Business,20.0,440395.91,813,Owned,Divorced,3
CUST-100492,37,Female,West,Tier 1,Salaried - Corporate,0.0,43270.67,646,Mortgaged,Married,2
CUST-100493,28,Other,East,Tier 2,Salaried - Corporate,2.0,54860.04,738,Owned,Married,3
CUST-100494,52,Male,South,Tier 2,Self-Employed Business,2.0,108389.54,687,Owned,Married,2
CUST-100495,42,Male,North,Tier 1,Salaried - Corporate,2.0,41309.85,696,Owned,Married,0
