loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,disbursement_date,collateral_type,collateral_value,loan_purpose,origination_channel
LN-200227,CUST-100227,Home Loan,366275.53,7.17,180,2021-05-01,Residential Property,508232.36,Refinancing,Digital Portal
LN-200228,CUST-100228,Auto Loan,27836.73,8.85,84,2023-11-15,Vehicle,29744.87,Used Car,Digital Portal
LN-200229,CUST-100229,Auto Loan,18413.4,11.34,36,2023-05-07,Vehicle,22301.7,New Car,Mobile App
LN-200230,CUST-100230,Personal Loan,6237.53,18.39,60,2023-01-15,None,0.0,Medical Emergency,Mobile App
LN-200231,CUST-100231,Home Loan,323152.39,7.54,300,2022-02-11,Residential Property,465986.51,Refinancing,Digital Portal
LN-200232,CUST-100232,Home Loan,177843.17,7.08,300,2023-09-13,Residential Property,283296.02,Home Purchase,Branch Network
LN-200233,CUST-100233,Personal Loan,9384.68,15.48,48,2023-10-08,None,,Home Improvement,Digital Portal
LN-200234,CUST-100234,Personal Loan,25562.8,15.81,36,2023-12-08,None,0.0,Home Improvement,Branch Network
LN-200235,CUST-100235,Education Loan,33685.7,9.78,84,2022-02-12,Third Party Guarantee,33685.7,Domestic Degree,Mobile App
LN-200236,CUST-100236,Personal Loan,5020.34,16.23,60,2022-07-03,None,0.0,Debt Consolidation,Branch Network
LN-200237,CUST-100237,Home Loan,194655.25,6.75,300,2023-03-21,Residential Property,257741.6,Refinancing,Branch Network
LN-200238,CUST-100238,Personal Loan,17502.45,18.12,12,2022-05-07,None,,Wedding/Travel,Branch Network
LN-200239,CUST-100239,Personal Loan,8677.07,16.57,24,2023-11-13,None,0.0,Medical Emergency,Branch Network
LN-200240,CUST-100240,Business Loan,123149.4,12.19,48,2022-04-27,Inventory,144344.05,Working Capital,Mobile App
LN-200241,CUST-100241,Business Loan,70503.01,10.54,36,2023-12-30,Equipment,79729.46,Working Capital,Digital Portal
LN-200242,CUST-100242,Home Loan,392896.84,7.81,180,2021-09-19,Residential Property,575504.17,Refinancing,DSA / Direct Selling Agent
LN-200243,CUST-100243,Personal Loan,6843.4,14.49,60,2023-06-29,None,,Debt Consolidation,Branch Network
LN-200244,CUST-100244,Personal Loan,4616.62,16.73,24,2022-02-01,None,0.0,Home Improvement,Branch Network
LN-200245,CUST-100245,Auto Loan,60143.47,10.79,48,2021-06-02,Vehicle,71179.96,Used Car,Branch Network
LN-200246,CUST-100246,Home Loan,502966.61,7.97,240,2021-10-27,Residential Property,677564.62,Refinancing,Mobile App
LN-200247,CUST-100247,Home Loan,357755.99,7.06,360,2022-09-14,Residential Property,501274.34,Home Construction,Branch Network
LN-200248,CUST-100248,Education Loan,63561.42,10.79,60,2021-12-09,None,0.0,Higher Studies Abroad,Digital Portal
LN-200249,CUST-100249,Home Loan,543352.63,6.79,180,2022-01-10,Residential Property,806639.79,Refinancing,DSA / Direct Selling Agent
LN-200250,CUST-100250,Business Loan,87227.94,14.35,48,2022-04-08,None,0.0,Equipment Purchase,Digital Portal
LN-200251,CUST-100251,Business Loan,126243.96,14.71,36,2023-06-02,None,0.0,Business Expansion,Branch Network
LN-200252,CUST-100252,Personal Loan,10639.08,17.69,36,2022-09-10,None,0.0,Debt Consolidation,Digital Portal
LN-200253,CUST-100253,Personal Loan,6019.4,14.0,36,2021-10-16,None,,Medical Emergency,Digital Portal
LN-200254,CUST-100254,Education Loan,41162.27,11.1,60,2023-04-28,Third Party Guarantee,41162.27,Domestic Degree,Mobile App
LN-200255,CUST-100255,Personal Loan,15749.33,20.84,48,2021-07-26,None,0.0,Home Improvement,Digital Portal
LN-200256,CUST-100256,Personal Loan,33308.61,13.01,24,2023-03-10,None,0.0,Debt Consolidation,Digital Portal
LN-200257,CUST-100257,Auto Loan,12304.59,10.62,36,2023-12-30,Vehicle,15307.44,New Car,Branch Network
LN-200258,CUST-100258,Personal Loan,4766.73,15.88,60,2022-04-13,None,0.0,Home Improvement,Digital Portal
LN-200259,CUST-100259,Business Loan,24555.06,13.83,24,2021-09-06,Equipment,34068.13,Business Expansion,DSA / Direct Selling Agent
LN-200260,CUST-100260,Personal Loan,25747.95,13.77,48,2023-03-15,None,0.0,Debt Consolidation,DSA / Direct Selling Agent
LN-200261,CUST-100261,Home Loan,188526.28,8.91,180,2023-09-19,Residential Property,298128.2,Refinancing,Digital Portal
LN-200262,CUST-100262,Home Loan,124504.7,7.74,360,2022-10-10,Residential Property,192899.18,Home Purchase,Branch Network
LN-200263,CUST-100263,Home Loan,244440.26,7.1,180,2021-03-12,Residential Property,328243.56,Home Purchase,Branch Network
LN-200264,CUST-100264,Personal Loan,28491.93,19.03,60,2022-02-27,None,0.0,Wedding/Travel,Mobile App
LN-200265,CUST-100265,Personal Loan,8189.92,14.92,24,2021-04-27,None,0.0,Home Improvement,Digital Portal
LN-200266,CUST-100266,Business Loan,128160.49,11.51,36,2021-06-30,Commercial Property,177684.01,Business Expansion,DSA / Direct Selling Agent
LN-200267,CUST-100267,Personal Loan,10458.87,18.89,12,2022-07-04,None,0.0,Wedding/Travel,Mobile App
LN-200268,CUST-100268,Auto Loan,45923.02,11.1,84,2022-04-02,Vehicle,53654.15,New Car,Digital Portal
LN-200269,CUST-100269,Business Loan,72042.75,12.26,24,2021-01-09,Inventory,87120.34,Business Expansion,Digital Portal
LN-200270,CUST-100270,Home Loan,239843.33,7.16,360,2022-12-03,Residential Property,320338.27,Home Purchase,Branch Network
LN-200271,CUST-100271,Home Loan,373885.53,8.82,300,2023-04-26,Residential Property,568477.7,Refinancing,Branch Network
LN-200272,CUST-100272,Auto Loan,40836.43,11.82,48,2022-12-20,Vehicle,48447.06,Used Car,Mobile App
LN-200273,CUST-100273,Personal Loan,15133.04,14.03,48,2022-05-20,None,0.0,Home Improvement,Digital Portal
LN-200274,CUST-100274,Personal Loan,19424.61,16.12,36,2023-06-12,None,0.0,Home Improvement,Digital Portal
LN-200275,CUST-100275,Business Loan,20492.68,18.15,24,2022-04-06,None,,Business Expansion,Branch Network
LN-200276,CUST-100276,Auto Loan,59993.88,7.92,36,2022-06-29,Vehicle,65135.05,Commercial Vehicle,Branch Network
LN-200277,CUST-100277,Personal Loan,19212.39,13.66,24,2023-08-11,None,,Wedding/Travel,Mobile App
LN-200278,CUST-100278,Personal Loan,28772.69,11.87,24,2021-07-28,None,0.0,Home Improvement,Digital Portal
LN-200279,CUST-100279,Personal Loan,16764.5,18.97,60,2021-01-16,None,0.0,Debt Consolidation,Branch Network
LN-200280,CUST-100280,Auto Loan,24088.67,11.3,48,2021-09-25,Vehicle,31077.52,New Car,Branch Network
LN-200281,CUST-100281,Education Loan,44933.08,9.24,48,2021-03-27,None,0.0,Domestic Degree,Branch Network
LN-200282,CUST-100282,Business Loan,40902.85,14.7,60,2023-01-16,Equipment,46999.62,Working Capital,Digital Portal
LN-200283,CUST-100283,Home Loan,431397.53,7.16,180,2023-03-09,Residential Property,657538.4,Home Construction,Branch Network
LN-200284,CUST-100284,Education Loan,37855.41,10.21,84,2023-08-09,None,0.0,Higher Studies Abroad,Mobile App
LN-200285,CUST-100285,Home Loan,146305.11,7.65,300,2021-01-01,Residential Property,205339.56,Home Purchase,DSA / Direct Selling Agent
LN-200286,CUST-100286,Business Loan,204254.45,11.58,60,2023-12-18,Commercial Property,254165.78,Equipment Purchase,Digital Portal
LN-200287,CUST-100287,Education Loan,66256.32,9.88,48,2022-11-15,Third Party Guarantee,66256.32,Domestic Degree,Branch Network
LN-200288,CUST-100288,Home Loan,212175.79,6.97,360,2022-01-21,Residential Property,319890.19,Refinancing,Branch Network
LN-200289,CUST-100289,Personal Loan,4037.16,19.22,48,2022-03-07,None,0.0,Home Improvement,Mobile App
LN-200290,CUST-100290,Home Loan,205645.52,8.83,240,2022-06-28,Residential Property,309930.97,Home Purchase,Digital Portal
LN-200291,CUST-100291,Auto Loan,69642.74,7.24,36,2023-11-22,Vehicle,82145.39,Used Car,Branch Network
LN-200292,CUST-100292,Personal Loan,14938.45,16.47,36,2021-04-05,None,0.0,Wedding/Travel,Mobile App
LN-200293,CUST-100293,Personal Loan,12272.4,18.3,60,2021-04-05,None,0.0,Wedding/Travel,Digital Portal
LN-200294,CUST-100294,Home Loan,286271.07,7.32,240,2021-01-13,Residential Property,411292.34,Refinancing,Digital Portal
LN-200295,CUST-100295,Home Loan,184158.3,8.01,300,2021-07-03,Residential Property,283053.52,Refinancing,Digital Portal
LN-200296,CUST-100296,Personal Loan,3156.57,13.09,60,2023-07-30,None,0.0,Wedding/Travel,Branch Network
LN-200297,CUST-100297,Personal Loan,31377.48,15.46,12,2022-10-19,None,0.0,Home Improvement,Digital Portal
LN-200298,CUST-100298,Education Loan,48190.42,10.19,84,2021-01-10,None,0.0,Higher Studies Abroad,Digital Portal
LN-200299,CUST-100299,Auto Loan,21758.52,10.3,36,2022-07-01,Vehicle,26592.25,New Car,Digital Portal
LN-200300,CUST-100300,Business Loan,136535.25,12.1,36,2022-12-12,Inventory,197238.01,Business Expansion,Branch Network
LN-200301,CUST-100301,Personal Loan,14573.3,22.44,24,2023-09-25,None,0.0,Wedding/Travel,Branch Network
LN-200302,CUST-100302,Auto Loan,21371.04,8.15,36,2021-11-08,Vehicle,23868.62,New Car,Branch Network
LN-200303,CUST-100303,Personal Loan,4872.4,20.74,60,2021-01-08,None,0.0,Home Improvement,Digital Portal
LN-200304,CUST-100304,Auto Loan,66918.45,8.14,60,2023-11-08,Vehicle,85885.67,Commercial Vehicle,Digital Portal
LN-200305,CUST-100305,Personal Loan,12936.45,17.14,60,2021-02-25,None,,Home Improvement,Digital Portal
LN-200306,CUST-100306,Home Loan,288843.22,6.0,360,2022-03-19,Residential Property,405009.54,Home Purchase,Branch Network
LN-200307,CUST-100307,Personal Loan,8391.88,12.96,48,2023-04-02,None,0.0,Home Improvement,Branch Network
LN-200308,CUST-100308,Personal Loan,3302.56,12.59,24,2023-02-11,None,0.0,Wedding/Travel,Digital Portal
LN-200309,CUST-100309,Home Loan,259986.58,7.22,360,2023-10-03,Residential Property,317304.02,Refinancing,Mobile App
LN-200310,CUST-100310,Personal Loan,10876.13,14.59,60,2021-11-11,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-200311,CUST-100311,Home Loan,257429.56,9.04,180,2023-11-11,Residential Property,322164.18,Home Purchase,Branch Network
LN-200312,CUST-100312,Home Loan,272273.82,7.43,300,2021-11-08,Residential Property,408951.48,Home Purchase,Digital Portal
LN-200313,CUST-100313,Home Loan,147446.38,6.08,180,2022-05-02,Residential Property,185017.86,Home Construction,Branch Network
LN-200314,CUST-100314,Home Loan,234360.65,7.21,240,2023-09-10,Residential Property,311977.7,Refinancing,Tele-Sales
LN-200315,CUST-100315,Auto Loan,11316.47,12.03,60,2023-03-15,Vehicle,13562.01,Commercial Vehicle,Branch Network
LN-200316,CUST-100316,Business Loan,96176.18,14.38,48,2021-08-21,None,0.0,Working Capital,DSA / Direct Selling Agent
LN-200317,CUST-100317,Home Loan,354147.11,8.59,300,2023-04-14,Residential Property,537843.9,Refinancing,Mobile App
LN-200318,CUST-100318,Business Loan,153381.12,14.43,48,2021-02-24,Equipment,212978.9,Equipment Purchase,Digital Portal
LN-200319,CUST-100319,Personal Loan,22396.6,18.2,48,2021-05-07,None,0.0,Debt Consolidation,DSA / Direct Selling Agent
LN-200320,CUST-100320,Home Loan,100153.25,8.53,180,2021-06-06,Residential Property,127826.97,Home Construction,Digital Portal
LN-200321,CUST-100321,Business Loan,63314.88,14.73,60,2022-05-19,None,0.0,Equipment Purchase,Tele-Sales
LN-200322,CUST-100322,Auto Loan,16197.35,10.38,84,2021-11-17,Vehicle,18323.45,Commercial Vehicle,Branch Network
LN-200323,CUST-100323,Personal Loan,16942.52,21.45,48,2021-11-07,None,0.0,Wedding/Travel,Branch Network
LN-200324,CUST-100324,Education Loan,54655.43,10.5,84,2021-05-20,None,0.0,Higher Studies Abroad,Digital Portal
LN-200325,CUST-100325,Home Loan,174203.32,7.51,300,2022-11-27,Residential Property,262780.44,Refinancing,Branch Network
LN-200326,CUST-100326,Personal Loan,27722.54,15.87,36,2022-02-08,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-200327,CUST-100327,Education Loan,43598.22,9.86,120,2021-03-06,None,,Higher Studies Abroad,DSA / Direct Selling Agent
LN-200328,CUST-100328,Auto Loan,29299.46,11.29,60,2021-12-28,Vehicle,37532.68,Commercial Vehicle,DSA / Direct Selling Agent
LN-200329,CUST-100329,Home Loan,365585.67,6.19,300,2023-01-09,Residential Property,575142.87,Refinancing,Digital Portal
LN-200330,CUST-100330,Auto Loan,14793.86,12.76,48,2021-04-17,Vehicle,16430.27,Commercial Vehicle,Digital Portal
LN-200331,CUST-100331,Home Loan,251552.24,7.22,180,2022-07-25,Residential Property,343449.44,Refinancing,Branch Network
LN-200332,CUST-100332,Auto Loan,55871.52,8.26,84,2022-01-08,Vehicle,72324.43,New Car,DSA / Direct Selling Agent
LN-200333,CUST-100333,Auto Loan,18287.91,11.71,72,2023-07-15,Vehicle,22176.56,Used Car,Mobile App
LN-200334,CUST-100334,Personal Loan,19532.65,21.14,12,2023-03-09,None,0.0,Debt Consolidation,Digital Portal
LN-200335,CUST-100335,Personal Loan,23958.25,21.27,24,2021-11-26,None,0.0,Home Improvement,Branch Network
LN-200336,CUST-100336,Auto Loan,7663.9,12.36,72,2023-05-04,Vehicle,9556.8,New Car,Digital Portal
LN-200337,CUST-100337,Personal Loan,4764.58,22.86,12,2022-05-25,None,,Medical Emergency,Branch Network
LN-200338,CUST-100338,Home Loan,88889.98,9.65,300,2022-02-27,Residential Property,116785.85,Refinancing,Branch Network
LN-200339,CUST-100339,Auto Loan,37776.74,12.07,84,2023-01-20,Vehicle,44085.65,New Car,Branch Network
LN-200340,CUST-100340,Auto Loan,29330.38,11.74,60,2023-11-30,Vehicle,36066.09,New Car,Digital Portal
LN-200341,CUST-100341,Home Loan,123463.41,7.89,240,2022-01-31,Residential Property,156822.97,Refinancing,Digital Portal
LN-200342,CUST-100342,Home Loan,230141.06,7.63,180,2022-04-14,Residential Property,313068.55,Home Purchase,DSA / Direct Selling Agent
LN-200343,CUST-100343,Home Loan,213275.34,6.89,240,2023-10-21,Residential Property,256513.09,Home Construction,Branch Network
LN-200344,CUST-100344,Personal Loan,14041.04,20.88,36,2021-03-10,None,0.0,Medical Emergency,Digital Portal
LN-200345,CUST-100345,Home Loan,205938.43,7.18,180,2022-06-01,Residential Property,285463.2,Home Purchase,Digital Portal
LN-200346,CUST-100346,Personal Loan,21324.71,20.59,36,2021-08-03,None,0.0,Medical Emergency,Tele-Sales
LN-200347,CUST-100347,Personal Loan,33351.15,16.2,24,2021-10-10,None,0.0,Debt Consolidation,DSA / Direct Selling Agent
LN-200348,CUST-100348,Personal Loan,20692.73,14.99,60,2022-05-09,None,,Wedding/Travel,Branch Network
LN-200349,CUST-100349,Auto Loan,13310.94,10.38,84,2022-11-05,Vehicle,16645.32,New Car,Digital Portal
LN-200350,CUST-100350,Personal Loan,28172.65,17.96,12,2021-09-22,None,0.0,Home Improvement,Branch Network
LN-200351,CUST-100351,Education Loan,35324.94,11.2,48,2022-10-07,Third Party Guarantee,35324.94,Professional Certification,Mobile App
LN-200352,CUST-100352,Education Loan,24150.97,9.3,60,2022-02-08,None,0.0,Professional Certification,Digital Portal
LN-200353,CUST-100353,Personal Loan,12749.74,18.16,48,2022-10-05,None,0.0,Medical Emergency,Branch Network
LN-200354,CUST-100354,Home Loan,136364.0,6.57,240,2021-06-06,Residential Property,191632.21,Home Construction,Branch Network
LN-200355,CUST-100355,Personal Loan,23675.5,17.06,36,2023-10-25,None,,Medical Emergency,Branch Network
LN-200356,CUST-100356,Education Loan,38108.42,10.91,48,2022-11-03,Third Party Guarantee,38108.42,Domestic Degree,Mobile App
LN-200357,CUST-100357,Home Loan,93197.68,9.41,180,2021-02-08,Residential Property,148599.5,Home Construction,Digital Portal
LN-200358,CUST-100358,Personal Loan,18128.08,19.73,48,2023-01-22,None,0.0,Wedding/Travel,DSA / Direct Selling Agent
LN-200359,CUST-100359,Personal Loan,17151.75,20.48,48,2022-10-08,None,0.0,Home Improvement,Branch Network
LN-200360,CUST-100360,Business Loan,78915.98,15.15,36,2022-04-16,Inventory,90552.4,Equipment Purchase,Digital Portal
LN-200361,CUST-100361,Home Loan,207306.19,9.17,180,2022-08-17,Residential Property,311471.7,Home Construction,DSA / Direct Selling Agent
LN-200362,CUST-100362,Business Loan,188200.67,12.1,60,2022-12-03,Equipment,225653.51,Business Expansion,Digital Portal
LN-200363,CUST-100363,Auto Loan,26308.83,10.96,36,2022-02-17,Vehicle,27836.17,Commercial Vehicle,Mobile App
LN-200364,CUST-100364,Personal Loan,13126.49,21.19,12,2023-12-24,None,0.0,Debt Consolidation,Branch Network
LN-200365,CUST-100365,Personal Loan,6733.18,11.79,60,2021-09-25,None,0.0,Medical Emergency,Mobile App
LN-200366,CUST-100366,Personal Loan,4636.76,16.01,60,2021-05-06,None,0.0,Debt Consolidation,Digital Portal
LN-200367,CUST-100367,Personal Loan,9739.59,14.71,36,2021-10-13,None,0.0,Debt Consolidation,Digital Portal
LN-200368,CUST-100368,Business Loan,190933.85,11.78,48,2021-07-04,Equipment,233074.05,Working Capital,Digital Portal
LN-200369,CUST-100369,Home Loan,231082.23,7.54,300,2021-12-26,Residential Property,282933.16,Refinancing,Digital Portal
LN-200370,CUST-100370,Personal Loan,35744.71,17.73,48,2022-10-09,None,0.0,Home Improvement,Mobile App
LN-200371,CUST-100371,Auto Loan,15254.53,11.67,72,2023-07-06,Vehicle,19014.03,Used Car,Digital Portal
LN-200372,CUST-100372,Home Loan,322609.56,6.77,240,2021-06-01,Residential Property,484484.21,Home Construction,Digital Portal
LN-200373,CUST-100373,Personal Loan,11337.75,19.25,24,2022-02-06,None,,Home Improvement,Digital Portal
LN-200374,CUST-100374,Personal Loan,23808.28,19.51,60,2021-07-13,None,0.0,Debt Consolidation,Tele-Sales
LN-200375,CUST-100375,Auto Loan,14307.45,9.89,36,2022-10-06,Vehicle,18321.5,Used Car,Branch Network
LN-200376,CUST-100376,Auto Loan,16445.37,8.33,60,2023-03-09,Vehicle,18818.3,Commercial Vehicle,Digital Portal
LN-200377,CUST-100377,Home Loan,193493.74,6.73,240,2022-05-27,Residential Property,269296.4,Home Construction,DSA / Direct Selling Agent
LN-200378,CUST-100378,Education Loan,58381.1,8.98,60,2021-01-10,Third Party Guarantee,58381.1,Professional Certification,Branch Network
LN-200379,CUST-100379,Auto Loan,38933.22,8.97,84,2023-07-29,Vehicle,47729.87,Used Car,Digital Portal
LN-200380,CUST-100380,Business Loan,62522.73,15.31,60,2023-11-11,None,0.0,Equipment Purchase,Mobile App
LN-200381,CUST-100381,Home Loan,288790.03,7.68,360,2022-01-01,Residential Property,400378.96,Refinancing,Digital Portal
LN-200382,CUST-100382,Home Loan,527879.03,8.28,300,2022-04-10,Residential Property,699528.83,Home Purchase,Branch Network
LN-200383,CUST-100383,Auto Loan,28276.45,9.02,60,2021-09-15,Vehicle,33601.69,Commercial Vehicle,Branch Network
LN-200384,CUST-100384,Business Loan,86851.77,12.07,48,2021-09-13,Equipment,108732.85,Working Capital,Digital Portal
LN-200385,CUST-100385,Personal Loan,8289.62,19.78,36,2023-10-22,None,0.0,Home Improvement,Mobile App
LN-200386,CUST-100386,Personal Loan,12933.89,17.67,24,2022-08-19,None,0.0,Wedding/Travel,Mobile App
LN-200387,CUST-100387,Personal Loan,26073.4,16.9,60,2023-05-13,None,0.0,Medical Emergency,Branch Network
LN-200388,CUST-100388,Personal Loan,29997.37,12.96,12,2023-05-11,None,0.0,Medical Emergency,Branch Network
LN-200389,CUST-100389,Education Loan,36131.85,9.38,60,2022-04-29,Third Party Guarantee,36131.85,Higher Studies Abroad,Branch Network
LN-200390,CUST-100390,Personal Loan,16808.43,18.35,60,2021-05-18,None,0.0,Home Improvement,DSA / Direct Selling Agent
LN-200391,CUST-100391,Personal Loan,3582.08,16.42,48,2021-01-26,None,0.0,Medical Emergency,Digital Portal
LN-200392,CUST-100392,Auto Loan,51482.8,9.75,60,2021-10-17,Vehicle,54277.58,Commercial Vehicle,DSA / Direct Selling Agent
LN-200393,CUST-100393,Personal Loan,32828.2,20.0,12,2021-11-25,None,0.0,Medical Emergency,DSA / Direct Selling Agent
LN-200394,CUST-100394,Business Loan,83013.14,12.26,48,2021-11-13,Inventory,100191.04,Business Expansion,Branch Network
LN-200395,CUST-100395,Auto Loan,27929.63,9.63,48,2022-01-14,Vehicle,36240.32,New Car,DSA / Direct Selling Agent
LN-200396,CUST-100396,Personal Loan,20103.49,13.67,12,2021-02-02,None,0.0,Medical Emergency,Branch Network
LN-200397,CUST-100397,Auto Loan,32785.58,10.18,36,2022-09-24,Vehicle,40185.66,New Car,Digital Portal
LN-200398,CUST-100398,Personal Loan,15926.53,18.62,60,2021-09-22,None,0.0,Medical Emergency,Digital Portal
LN-200399,CUST-100399,Home Loan,407743.04,6.78,360,2023-02-18,Residential Property,533506.5,Home Purchase,Digital Portal
LN-200400,CUST-100400,Auto Loan,31822.38,10.68,36,2021-07-21,Vehicle,34840.37,Used Car,DSA / Direct Selling Agent
LN-200401,CUST-100401,Business Loan,75574.79,11.13,60,2021-07-24,Commercial Property,92179.38,Equipment Purchase,Digital Portal
LN-200402,CUST-100402,Personal Loan,8701.2,16.62,60,2023-11-24,None,0.0,Wedding/Travel,Digital Portal
